Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),Kerb weight,Make,Model,Variant,lat,lon
2014,2014 Hyundai Santa FE Active Crdi (4X4) DM,183096,19999,Automatic,Suv,All Wheel Drive,Diesel,7.3,Grey,KMHST81XSEU287550,John and Murray Autos,"19 Davison Street, Maddington, WA",7,4,2199,4,64,16,435 @ 1800 RPM,145 @ 3800 RPM,1830,Hyundai,Santa FE,Active Crdi (4X4),-32.04286,115.98559
2015,2015 Mazda BT-50 XT (4X2) MY13,22661,22975,Manual,Ute tray,Rear Wheel Drive,Diesel,7.6,White,MM0UP0YD100418592,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",3,2,2198,4,80,16,375 @ 1500 RPM,110 @ 3700 RPM,1619,Mazda,BT-50,XT (4X2),-32.11556,115.79544
2013,2013 Mitsubishi Pajero GLX-R LWB (4X4) NW MY13,223000,22990,Other,Suv,4x4,Diesel,9.0,Silver,JMFLYV98WDJ003115,DNA CAR SALES,"16 Baretta Road, Wangara, WA",7,4,3200,4,88,16,441 @ 2000 RPM,147 @ 3800 RPM,2314,Mitsubishi,Pajero,GLX-R LWB (4X4),-31.79241,115.82027
2014,2014 Ford Kuga Ambiente (awd) TF,98536,15990,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,7.7,Blue,WF0AXXWPMAES79446,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,1596,4,60,16,240 @ 4000 RPM,134 @ 5700 RPM,1675,Ford,Kuga,Ambiente (awd),-31.79241,115.82027
2021,2021 Mitsubishi Triton Glx+ (4X4) MR MY21,42295,39798,Automatic,Ute tray,4x4,Diesel,8.6,Black,MMAJLKL10MH014392,Gardner Commercials,"1308 Albany Highway, Cannington, WA",5,4,2442,4,75,16,430 @ 2500 RPM,133 @ 3500 RPM,1955,Mitsubishi,Triton,Glx+ (4X4),-32.015497,115.931154
2014,2014 Mitsubishi ASX LS (4WD) XB MY15,108194,19999,Automatic,Suv,4x4,Diesel,7.4,White,JMFXLGA8WFZ000648,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,4,2268,4,60,16,360 @ 1500 RPM,110 @ 3500 RPM,1440,Mitsubishi,ASX,LS (4WD),47.431768,-122.227996
2011,2011 Subaru Impreza WRX (awd) MY11,140121,24488,Manual,Sedan,All Wheel Drive,Premium Unleaded Petrol,10.7,Grey,JF1GVEKD3BG019873,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2457,4,60,16,343 @ 4000 RPM,195 @ 6000 RPM,1395,Subaru,Impreza,WRX (awd),-31.80094,115.81669
2013,2013 Nissan Murano TI Z51 MY12,95105,16988,Continuous Variable,Suv,4x4,Unleaded Petrol,10.9,Other,JN1TANZ51A0018556,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,3498,6,82,24,336 @ 4400 RPM,191 @ 6000 RPM,1856,Nissan,Murano,TI,-31.80094,115.81669
2017,2017 Holden Colorado LTZ (4X4) RG MY17,130779,38975,Automatic,Ute tray,4x4,Diesel,9.1,Grey,MMU148MK0HH624337,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",5,4,2776,4,76,16,470 @ 2000 RPM,147 @ 3600 RPM,2121,Holden,Colorado,LTZ (4X4),-32.11556,115.79544
2019,2019 LDV G10 Diesel (7 Seat Mpv) SV7A,29488,30988,Automatic,Wagon,Rear Wheel Drive,Diesel,8.7,Silver,LSKG4GL1XKA068250,Regent,"4 Hocking Road, KINGSLEY, WA",7,4,1850,4,75,16,350 @ 1800 RPM,110 @ 4000 RPM,2092,LDV,G10,Diesel (7 Seat Mpv),-31.80094,115.81669
2012,2012 Nissan Patrol ST (4X4) GU VII,242525,27990,Manual,Suv,4x4,Diesel,10.9,Black,JN1TESY61A0415128,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",7,4,2953,4,125,16,380 @ 2000 RPM,118 @ 3200 RPM,2450,Nissan,Patrol,ST (4X4),-31.78645,115.81995
2020,2020 Toyota RAV4 GXL 2WD Hybrid Axah52R,35269,49898,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol/Electric,4.7,White,JTMW23FV20D060590,easyauto123 (Cannington),"1261 Albany Highway, Cannington, WA",5,5,2487,4,55,16,221 @ 3600 RPM,131 @ 5700 RPM,1675,Toyota,RAV4,GXL 2WD Hybrid,-32.012637,115.926416
2009,2009 Nissan Navara ST-R (4X4) D22 MY08,250717,13990,Manual,Ute tray,4x4,Diesel,9.2,Black,MNTCPUD22A0000093,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",5,4,2488,4,75,16,304 @ 2000 RPM,98 @ 3600 RPM,1823,Nissan,Navara,ST-R (4X4),-31.91667,115.817585
2015,2015 Nissan Qashqai TI (4X2) J11,144372,19998,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,6.9,Black,SJNFBAJ11A1284921,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,1997,4,65,16,200 @ 4400 RPM,106 @ 6000 RPM,1457,Nissan,Qashqai,TI (4X2),-31.7572029,115.7731046
2014,2014 Kia Sportage SLI (awd) SL Series 2,167627,16990,Automatic,Suv,All Wheel Drive,Unleaded Petrol,8.8,Grey,U5YPC811SDL414510,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,1998,4,55,16,197 @ 4600 RPM,122 @ 6200 RPM,1588,Kia,Sportage,SLI (awd),-31.996515,115.914741
2016,2016 Ford Focus RS LZ,122635,37888,Manual,Hatch,All Wheel Drive,Premium Unleaded Petrol,8.1,White,WF05XXGCC5GL75766,Westcoast BMW,"17 Luisini Road, Wangara, WA",5,5,2261,4,52,16,440 @ 1600 RPM,257 @ 6000 RPM,1575,Ford,Focus,RS,-31.79572,115.82939
2016,2016 Isuzu D-MAX SX HI-Ride (4X2) TF MY15,157853,28975,Automatic,Ute tray,Rear Wheel Drive,Diesel,7.9,White,MPATFR85JGT001972,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",2,2,2999,4,76,16,380 @ 1800 RPM,130 @ 3600 RPM,1585,Isuzu,D-MAX,SX HI-Ride (4X2),-32.11556,115.79544
2003,2003 Toyota Landcruiser Prado GXL (4X4) KZJ120R,260650,27990,Automatic,Suv,4x4,Diesel,12.6,Other,JTEBY29J300002281,Motor Mall WA,"41 Buckingham Drive, Wangara, WA",8,4,2982,4,180,8,343 @ 2000 RPM,96 @ 3600 RPM,2200,Toyota,Landcruiser Prado,GXL (4X4),-31.78645,115.81995
2014,2014 Mazda 3 SP25 BM,47000,25999,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,6.0,Red,JM0BM543810114278,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,5,2488,4,51,16,250 @ 3250 RPM,138 @ 5700 RPM,1339,Mazda,3,SP25,47.4558162,-122.20913610939236
2021,2021 Toyota RAV4 GX (awd) Hybrid Axah54R,47787,48444,Continuous Variable,Suv,All Wheel Drive,Unleaded Petrol/Electric,4.8,Silver,JTMBW3FV50D558270,Big Rock Toyota used,"445 Wanneroo Road, Balcatta, WA",5,5,2487,4,55,16,221 @ 3600 RPM,131 @ 5700 RPM,1705,Toyota,RAV4,GX (awd) Hybrid,-31.86697,115.82846
2017,2017 Volkswagen Passat Alltrack 140 TDI 3C MY17,231419,14999,Other,Suv,All Wheel Drive,Diesel,5.4,Grey,WVWZZZ3CZHE161153,Wangara Used Car Centre,"7 Pembroke Road, Wangara, WA",5,4,1968,4,66,16,400 @ 1750 RPM,140 @ 3500 RPM,1671,Volkswagen,Passat,Alltrack 140 TDI,-31.797369,115.818506
2023,2023 Toyota Camry Ascent Hybrid Axhv70R,24,49987,Continuous Variable,Sedan,Front Wheel Drive,Premium Unleaded/Electric,4.5,White,JTNBA3HK803025512,Wanneroo Mitsubishi,"6 Lancaster Road, Wangara, WA",5,4,2487,4,50,16,221 @ 3600 RPM,131 @ 5700 RPM,1580,Toyota,Camry,Ascent Hybrid,-31.79716,115.81643
2017,2017 Porsche 911 Carrera 991 MY17,29661,206900,Other,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,7.4,White,WP0ZZZ99ZHS102727,Porsche Centre Perth used,"101 Stirling Highway, Nedlands, WA",4,2,2981,6,64,24,450 @ 5000 RPM,272 @ 6500 RPM,1450,Porsche,911,Carrera,-31.97905425,115.80173020000001
2018,2018 Holden Colorado LS (4X4) RG MY19,185452,26980,Automatic,Ute tray,4x4,Diesel,8.6,White,MMU148DK0JH634833,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,2776,4,76,16,470 @ 2000 RPM,147 @ 3600 RPM,2075,Holden,Colorado,LS (4X4),-31.987188,115.935923
2012,2012 Ford Falcon XR6 FG Upgrade,129664,19999,Other,Sedan,Rear Wheel Drive,Unleaded Petrol,9.9,Blue,6FPAAAJGSWCA69631,John and Murray Autos,"19 Davison Street, Maddington, WA",5,4,3984,6,68,24,391 @ 3250 RPM,195 @ 6000 RPM,1735,Ford,Falcon,XR6,-32.04286,115.98559
2014,2014 Toyota 86 GTS ZN6 MY14,31400,36999,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,7.8,Other,JF1ZN6K81FG025720,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",4,2,1998,4,50,16,205 @ 6400 RPM,147 @ 7000 RPM,1220,Toyota,86,GTS,-31.79166,115.81549
2019,2019 Holden Colorado LS (4X4) (5YR) RG MY19,131348,37975,Automatic,Ute tray,4x4,Diesel,8.6,White,MMU147DK0KH651131,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",5,4,2776,4,76,16,470 @ 2000 RPM,147 @ 3600 RPM,1933,Holden,Colorado,LS (4X4) (5YR),-32.11556,115.79544
2020,2020 Toyota Landcruiser Prado GXL Flat Tailgate GDJ150R,22694,69999,Automatic,Suv,4x4,Diesel,7.9,White,JTEBR3FJ60K185431,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",7,4,2755,4,87,16,500 @ 1600 RPM,150 @ 3400 RPM,2265,Toyota,Landcruiser Prado,GXL Flat Tailgate,-31.995227,115.938215
2019,2019 Jeep Wrangler Overland (4X4) JL MY20,14412,57999,Automatic,Suv,4x4,Unleaded Petrol,9.6,Silver,1C4HJXHG5KW590819,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",4,2,3604,6,66,24,347 @ 4100 RPM,209 @ 6400 RPM,1762,Jeep,Wrangler,Overland (4X4),-31.995227,115.938215
2014,2014 Volkswagen Tiguan 132 TSI Pacific 5NC MY14,121564,15888,Other,Suv,All Wheel Drive,Premium Unleaded Petrol,8.8,White,WVGZZZ5NZEW051572,Volkswagen Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,4,1984,4,64,16,280 @ 1700 RPM,132 @ 4300 RPM,1626,Volkswagen,Tiguan,132 TSI Pacific,-31.90835,115.8103
2017,2017 Mitsubishi ASX XLS (2WD) XC MY17,55067,25998,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.4,Red,JMFXTGA2WHZ009195,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,1998,4,63,16,197 @ 4200 RPM,110 @ 6000 RPM,1375,Mitsubishi,ASX,XLS (2WD),-31.7572029,115.7731046
2012,2012 Holden Captiva 7 LX (4X4) CG MY12,189097,10990,Automatic,Suv,All Wheel Drive,Diesel,8.1,Black,KL3CD266JCB089236,Uppill Place Car Disposal Centre,"77 Buckingham Drive, Wangara, WA",7,4,2231,4,65,16,400 @ 2000 RPM,135 @ 3800 RPM,1907,Holden,Captiva,7 LX (4X4),-31.78773,115.82755
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,92760,41990,Automatic,Ute tray,4x4,Diesel,8.5,White,MR0KA3CD801215045,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,2753,4,80,16,450 @ 1600 RPM,130 @ 3400 RPM,1955,Toyota,Hilux,SR (4X4),-31.906315,115.932176
2019,2019 Haval H9 Ultra MY18,82019,34488,Automatic,Suv,4x4,Premium Unleaded Petrol,10.9,Black,LGWFF8A68KH913188,Regent,"4 Hocking Road, KINGSLEY, WA",7,4,1967,4,80,16,350 @ 1800 RPM,180 @ 5500 RPM,2206,Haval,H9,Ultra,-31.80094,115.81669
2013,2013 Mazda CX-5 Grand Tourer (4X4) MY13 Upgrade,84222,23488,Automatic,Suv,All Wheel Drive,Diesel,5.7,Silver,JM0KE102100230506,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2191,4,58,16,420 @ 2000 RPM,129 @ 4500 RPM,1687,Mazda,CX-5,Grand Tourer (4X4),-31.80094,115.81669
2010,2010 Holden Captiva LX (4X4) CG MY10,245097,7985,Automatic,Suv,4x4,Diesel,8.7,Black,KL3CD26RJAB051943,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",7,4,1991,4,65,16,320 @ 2000 RPM,110 @ 4000 RPM,1764,Holden,Captiva,LX (4X4),47.4558162,-122.20913610939236
2018,2018 Kia Cerato S (AV) BD MY19,68576,22990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,7.4,Red,KNAFK517MJ5777345,Wangara MG Used,"20 Motor Parade, Wangara, WA",5,5,1999,4,50,16,192 @ 4000 RPM,112 @ 6200 RPM,1320,Kia,Cerato,S (AV),-31.794136,115.816569
2013,2013 Holden Commodore SS-V Redline VF,139562,43940,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,11.5,Other,6G1FE5E2XEL915748,easyauto123 (Cannington),"1261 Albany Highway, Cannington, WA",5,4,5967,8,73,16,530 @ 4400 RPM,270 @ 5700 RPM,1741,Holden,Commodore,SS-V Redline,-32.012637,115.926416
2013,2013 Toyota RAV4 GX (2WD) ZSA42R,120361,20990,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.4,White,JTMZDREV905003387,Osborne Park Nissan used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,1987,4,60,16,187 @ 3600 RPM,107 @ 6200 RPM,1520,Toyota,RAV4,GX (2WD),-31.913327,115.824971
2019,2019 Hyundai Tucson GO Crdi (awd) TL3 MY19,73313,26999,Automatic,Suv,All Wheel Drive,Diesel,6.4,White,KMHJ281ASKU884706,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,1995,4,62,16,400 @ 1750 RPM,136 @ 4000 RPM,1622,Hyundai,Tucson,GO Crdi (awd),-31.79166,115.81549
2015,2015 Toyota Hilux Workmate TGN121R,152000,19990,Manual,Ute tray,Rear Wheel Drive,Unleaded Petrol,11.1,White,MR0EX3CB601101555,DNA CAR SALES,"16 Baretta Road, Wangara, WA",2,2,2694,4,80,16,245 @ 4000 RPM,122 @ 5200 RPM,1490,Toyota,Hilux,Workmate,-31.79241,115.82027
2006,2006 Toyota Hilux SR (4X4) KUN26R,215250,13985,Manual,Ute tray,4x4,Diesel,8.5,White,MR0DZ22G200005764,Auto Planet WA,"468 Albany Highway, Victoria Park, WA",3,2,2982,4,76,16,343 @ 1400 RPM,120 @ 3400 RPM,1725,Toyota,Hilux,SR (4X4),47.4558162,-122.20913610939236
2016,2016 Honda Odyssey VTI-L RC MY16,58500,34988,Continuous Variable,Wagon,Front Wheel Drive,Unleaded Petrol,7.8,Grey,JHMRC1850GC201322,Regent,"4 Hocking Road, KINGSLEY, WA",7,4,2356,4,55,16,225 @ 4000 RPM,129 @ 6200 RPM,1819,Honda,Odyssey,VTI-L,-31.80094,115.81669
2018,2018 Hyundai Kona Active OS,67985,23888,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.2,White,KMHK281AMJU141551,Paceway Mitsubishi used,"384 Scarborough Beach Road, Osborne Park, WA",5,4,1999,4,50,16,180 @ 4500 RPM,110 @ 6200 RPM,1383,Hyundai,Kona,Active,-31.91151,115.81708
2017,2017 Mazda CX-5 GT (4X4) MY17.5 (KF Series 2),67774,33999,Automatic,Suv,All Wheel Drive,Unleaded Petrol,7.5,Red,JM0KF4WLA00125836,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,2488,4,58,16,251 @ 4000 RPM,140 @ 6000 RPM,1565,Mazda,CX-5,GT (4X4),-31.79166,115.81549
2021,2021 Toyota Landcruiser Prado GXL Flat Tailgate GDJ150R,17656,77999,Automatic,Suv,4x4,Diesel,7.9,Red,JTEBR3FJ20K212298,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",7,4,2755,4,87,16,500 @ 1600 RPM,150 @ 3400 RPM,2265,Toyota,Landcruiser Prado,GXL Flat Tailgate,-31.995227,115.938215
